fullTimestamp,Close,Volume,Timestamp
2021-08-02 11:13:00,150.41,218.0,2021-08-02 11:13:00
2021-08-02 11:14:00,150.5,251.0,2021-08-02 11:14:00
2021-08-02 11:15:00,150.5,98.0,2021-08-02 11:15:00
2021-08-02 11:16:00,150.48,153.0,2021-08-02 11:16:00
2021-08-02 11:17:00,150.51,122.0,2021-08-02 11:17:00
2021-08-02 11:18:00,150.52,113.0,2021-08-02 11:18:00
2021-08-02 11:19:00,150.56,137.0,2021-08-02 11:19:00
2021-08-02 11:20:00,150.56,162.0,2021-08-02 11:20:00
2021-08-02 11:21:00,150.57,201.0,2021-08-02 11:21:00
2021-08-02 11:22:00,150.62,450.0,2021-08-02 11:22:00
2021-08-02 11:23:00,150.5,300.0,2021-08-02 11:23:00
2021-08-02 11:24:00,150.52,123.0,2021-08-02 11:24:00
2021-08-02 11:25:00,150.588,105.0,2021-08-02 11:25:00
2021-08-02 11:26:00,150.579,47.0,2021-08-02 11:26:00
2021-08-02 11:27:00,150.63,159.0,2021-08-02 11:27:00
2021-08-02 11:28:00,150.62,90.0,2021-08-02 11:28:00
2021-08-02 11:29:00,150.64,125.0,2021-08-02 11:29:00
2021-08-02 11:30:00,150.71,327.0,2021-08-02 11:30:00
2021-08-02 11:31:00,150.72,290.0,2021-08-02 11:31:00
2021-08-02 11:32:00,150.78,179.0,2021-08-02 11:32:00
2021-08-02 11:33:00,150.72,302.0,2021-08-02 11:33:00
2021-08-02 11:34:00,150.7,129.0,2021-08-02 11:34:00
2021-08-02 11:35:00,150.72,92.0,2021-08-02 11:35:00
2021-08-02 11:36:00,150.79,327.0,2021-08-02 11:36:00
2021-08-02 11:37:00,150.79,121.0,2021-08-02 11:37:00
2021-08-02 11:38:00,150.79,94.0,2021-08-02 11:38:00
2021-08-02 11:39:00,150.82,266.0,2021-08-02 11:39:00
2021-08-02 11:40:00,150.83,125.0,2021-08-02 11:40:00
2021-08-02 11:41:00,150.86,230.0,2021-08-02 11:41:00
2021-08-02 11:42:00,150.83,186.0,2021-08-02 11:42:00
2021-08-02 11:43:00,150.83,150.0,2021-08-02 11:43:00
2021-08-02 11:44:00,150.85,274.0,2021-08-02 11:44:00
2021-08-02 11:45:00,150.81,230.0,2021-08-02 11:45:00
2021-08-02 11:46:00,150.89,181.0,2021-08-02 11:46:00
2021-08-02 11:47:00,150.92,117.0,2021-08-02 11:47:00
2021-08-02 11:48:00,150.89,64.0,2021-08-02 11:48:00
2021-08-02 11:49:00,150.935,269.0,2021-08-02 11:49:00
2021-08-02 11:50:00,150.97,167.0,2021-08-02 11:50:00
2021-08-02 11:51:00,150.99,232.0,2021-08-02 11:51:00
2021-08-02 11:52:00,150.98,283.0,2021-08-02 11:52:00
2021-08-02 11:53:00,151.0,206.0,2021-08-02 11:53:00
2021-08-02 11:54:00,151.06,291.0,2021-08-02 11:54:00
2021-08-02 11:55:00,151.055,285.0,2021-08-02 11:55:00
2021-08-02 11:56:00,151.06,124.0,2021-08-02 11:56:00
2021-08-02 11:57:00,151.01,285.0,2021-08-02 11:57:00
2021-08-02 11:58:00,151.04,117.0,2021-08-02 11:58:00
2021-08-02 11:59:00,151.05,179.0,2021-08-02 11:59:00
2021-08-02 12:00:00,151.17,169.0,2021-08-02 12:00:00
2021-08-02 12:01:00,151.15,296.0,2021-08-02 12:01:00
2021-08-02 12:02:00,151.16,203.0,2021-08-02 12:02:00
2021-08-02 12:03:00,151.16,107.0,2021-08-02 12:03:00
2021-08-02 12:04:00,151.175,185.0,2021-08-02 12:04:00
2021-08-02 12:05:00,151.137,33.0,2021-08-02 12:05:00
2021-08-02 12:06:00,151.11,106.0,2021-08-02 12:06:00
2021-08-02 12:07:00,151.04,180.0,2021-08-02 12:07:00
2021-08-02 12:08:00,151.07,353.0,2021-08-02 12:08:00
2021-08-02 12:09:00,151.01,232.0,2021-08-02 12:09:00
2021-08-02 12:10:00,151.02,503.0,2021-08-02 12:10:00
2021-08-02 12:11:00,151.065,370.0,2021-08-02 12:11:00
2021-08-02 12:12:00,151.07,236.0,2021-08-02 12:12:00
2021-08-02 12:13:00,151.09,156.0,2021-08-02 12:13:00
2021-08-02 12:14:00,151.09,388.0,2021-08-02 12:14:00
2021-08-02 12:15:00,150.99,322.0,2021-08-02 12:15:00
2021-08-02 12:16:00,150.94,142.0,2021-08-02 12:16:00
2021-08-02 12:17:00,150.92,207.0,2021-08-02 12:17:00
2021-08-02 12:18:00,150.915,122.0,2021-08-02 12:18:00
2021-08-02 12:19:00,150.96,217.0,2021-08-02 12:19:00
2021-08-02 12:20:00,150.935,130.0,2021-08-02 12:20:00
2021-08-02 12:21:00,150.97,145.0,2021-08-02 12:21:00
2021-08-02 12:22:00,150.97,69.0,2021-08-02 12:22:00
2021-08-02 12:23:00,150.94,118.0,2021-08-02 12:23:00
2021-08-02 12:24:00,150.95,86.0,2021-08-02 12:24:00
2021-08-02 12:25:00,150.945,103.0,2021-08-02 12:25:00
2021-08-02 12:26:00,151.0,320.0,2021-08-02 12:26:00
2021-08-02 12:27:00,150.975,187.0,2021-08-02 12:27:00
2021-08-02 12:28:00,150.98,263.0,2021-08-02 12:28:00
2021-08-02 12:29:00,150.915,161.0,2021-08-02 12:29:00
2021-08-02 12:30:00,150.93,209.0,2021-08-02 12:30:00
2021-08-02 12:31:00,150.91,293.0,2021-08-02 12:31:00
2021-08-02 12:32:00,150.98,311.0,2021-08-02 12:32:00
2021-08-02 12:33:00,150.95,108.0,2021-08-02 12:33:00
2021-08-02 12:34:00,150.98,181.0,2021-08-02 12:34:00
2021-08-02 12:35:00,151.045,119.0,2021-08-02 12:35:00
2021-08-02 12:36:00,151.02,127.0,2021-08-02 12:36:00
2021-08-02 12:37:00,151.04,18.0,2021-08-02 12:37:00
2021-08-02 12:38:00,151.02,98.0,2021-08-02 12:38:00
2021-08-02 12:39:00,151.09,85.0,2021-08-02 12:39:00
2021-08-02 12:40:00,151.118,86.0,2021-08-02 12:40:00
2021-08-02 12:41:00,151.035,152.0,2021-08-02 12:41:00
2021-08-02 12:42:00,150.91,531.0,2021-08-02 12:42:00
2021-08-02 12:43:00,150.94,181.0,2021-08-02 12:43:00
2021-08-02 12:44:00,150.94,105.0,2021-08-02 12:44:00
2021-08-02 12:45:00,150.93,51.0,2021-08-02 12:45:00
2021-08-02 12:46:00,150.96,73.0,2021-08-02 12:46:00
2021-08-02 12:47:00,150.935,106.0,2021-08-02 12:47:00
2021-08-02 12:48:00,150.99,97.0,2021-08-02 12:48:00
2021-08-02 12:49:00,150.948,60.0,2021-08-02 12:49:00
2021-08-02 12:50:00,150.95,77.0,2021-08-02 12:50:00
2021-08-02 12:51:00,150.975,58.0,2021-08-02 12:51:00
2021-08-02 12:52:00,150.96,127.0,2021-08-02 12:52:00
2021-08-02 12:53:00,150.935,53.0,2021-08-02 12:53:00
2021-08-02 12:54:00,150.88,118.0,2021-08-02 12:54:00
2021-08-02 12:55:00,150.9,43.0,2021-08-02 12:55:00
2021-08-02 12:56:00,150.83,728.0,2021-08-02 12:56:00
2021-08-02 12:57:00,150.88,181.0,2021-08-02 12:57:00
2021-08-02 12:58:00,150.835,63.0,2021-08-02 12:58:00
2021-08-02 12:59:00,150.8,137.0,2021-08-02 12:59:00
2021-08-02 13:00:00,150.81,150.0,2021-08-02 13:00:00
2021-08-02 13:01:00,150.85,117.0,2021-08-02 13:01:00
2021-08-02 13:02:00,150.87,28.0,2021-08-02 13:02:00
2021-08-02 13:03:00,150.83,213.0,2021-08-02 13:03:00
2021-08-02 13:04:00,150.87,124.0,2021-08-02 13:04:00
2021-08-02 13:05:00,150.855,71.0,2021-08-02 13:05:00
2021-08-02 13:06:00,150.855,22.0,2021-08-02 13:06:00
2021-08-02 13:07:00,150.845,109.0,2021-08-02 13:07:00
2021-08-02 13:08:00,150.79,88.0,2021-08-02 13:08:00
2021-08-02 13:09:00,150.77,194.0,2021-08-02 13:09:00
2021-08-02 13:10:00,150.79,65.0,2021-08-02 13:10:00
2021-08-02 13:11:00,150.79,90.0,2021-08-02 13:11:00
2021-08-02 13:12:00,150.75,74.0,2021-08-02 13:12:00
2021-08-02 13:13:00,150.728,36.0,2021-08-02 13:13:00
2021-08-02 13:14:00,150.737,81.0,2021-08-02 13:14:00
2021-08-02 13:15:00,150.795,135.0,2021-08-02 13:15:00
2021-08-02 13:16:00,150.755,139.0,2021-08-02 13:16:00
2021-08-02 13:17:00,150.75,59.0,2021-08-02 13:17:00
2021-08-02 13:18:00,150.735,71.0,2021-08-02 13:18:00
2021-08-02 13:19:00,150.755,67.0,2021-08-02 13:19:00
2021-08-02 13:20:00,150.75,83.0,2021-08-02 13:20:00
2021-08-02 13:21:00,150.75,39.0,2021-08-02 13:21:00
2021-08-02 13:22:00,150.74,47.0,2021-08-02 13:22:00
2021-08-02 13:23:00,150.72,34.0,2021-08-02 13:23:00
2021-08-02 13:24:00,150.745,37.0,2021-08-02 13:24:00
2021-08-02 13:25:00,150.78,73.0,2021-08-02 13:25:00
2021-08-02 13:26:00,150.79,41.0,2021-08-02 13:26:00
2021-08-02 13:27:00,150.775,168.0,2021-08-02 13:27:00
2021-08-02 13:28:00,150.75,64.0,2021-08-02 13:28:00
2021-08-02 13:29:00,150.715,33.0,2021-08-02 13:29:00
2021-08-02 13:30:00,150.71,81.0,2021-08-02 13:30:00
2021-08-02 13:31:00,150.715,8.0,2021-08-02 13:31:00
2021-08-02 13:32:00,150.715,166.0,2021-08-02 13:32:00
2021-08-02 13:33:00,150.66,45.0,2021-08-02 13:33:00
2021-08-02 13:34:00,150.67,14.0,2021-08-02 13:34:00
2021-08-02 13:35:00,150.67,7.0,2021-08-02 13:35:00
2021-08-02 13:36:00,150.695,86.0,2021-08-02 13:36:00
2021-08-02 13:37:00,150.65,57.0,2021-08-02 13:37:00
2021-08-02 13:38:00,150.655,33.0,2021-08-02 13:38:00
2021-08-02 13:39:00,150.675,62.0,2021-08-02 13:39:00
2021-08-02 13:40:00,150.64,89.0,2021-08-02 13:40:00
2021-08-02 13:41:00,150.64,53.0,2021-08-02 13:41:00
2021-08-02 13:42:00,150.635,74.0,2021-08-02 13:42:00
2021-08-02 13:43:00,150.64,66.0,2021-08-02 13:43:00
2021-08-02 13:44:00,150.585,219.0,2021-08-02 13:44:00
2021-08-02 13:45:00,150.555,218.0,2021-08-02 13:45:00
2021-08-02 13:46:00,150.535,116.0,2021-08-02 13:46:00
2021-08-02 13:47:00,150.545,31.0,2021-08-02 13:47:00
2021-08-02 13:48:00,150.5,174.0,2021-08-02 13:48:00
2021-08-02 13:49:00,150.49,135.0,2021-08-02 13:49:00
2021-08-02 13:50:00,150.51,85.0,2021-08-02 13:50:00
2021-08-02 13:51:00,150.56,83.0,2021-08-02 13:51:00
2021-08-02 13:52:00,150.55,84.0,2021-08-02 13:52:00
2021-08-02 13:53:00,150.55,193.0,2021-08-02 13:53:00
2021-08-02 13:54:00,150.57,579.0,2021-08-02 13:54:00
2021-08-02 13:55:00,150.57,107.0,2021-08-02 13:55:00
2021-08-02 13:56:00,150.61,145.0,2021-08-02 13:56:00
2021-08-02 13:57:00,150.641,34.0,2021-08-02 13:57:00
2021-08-02 13:58:00,150.636,34.0,2021-08-02 13:58:00
2021-08-02 13:59:00,150.575,180.0,2021-08-02 13:59:00
2021-08-02 14:00:00,150.49,218.0,2021-08-02 14:00:00
2021-08-02 14:01:00,150.5,319.0,2021-08-02 14:01:00
2021-08-02 14:02:00,150.5,92.0,2021-08-02 14:02:00
2021-08-02 14:03:00,150.5,73.0,2021-08-02 14:03:00
2021-08-02 14:04:00,150.5,174.0,2021-08-02 14:04:00
2021-08-02 14:05:00,150.49,98.0,2021-08-02 14:05:00
2021-08-02 14:06:00,150.499,40.0,2021-08-02 14:06:00
2021-08-02 14:07:00,150.5,42.0,2021-08-02 14:07:00
2021-08-02 14:08:00,150.47,90.0,2021-08-02 14:08:00
2021-08-02 14:09:00,150.475,79.0,2021-08-02 14:09:00
2021-08-02 14:10:00,150.431,107.0,2021-08-02 14:10:00
2021-08-02 14:11:00,150.48,281.0,2021-08-02 14:11:00
2021-08-02 14:12:00,150.41,89.0,2021-08-02 14:12:00
2021-08-02 14:13:00,150.4,118.0,2021-08-02 14:13:00
2021-08-02 14:14:00,150.4,106.0,2021-08-02 14:14:00
2021-08-02 14:15:00,150.42,181.0,2021-08-02 14:15:00
2021-08-02 14:16:00,150.44,113.0,2021-08-02 14:16:00
2021-08-02 14:17:00,150.49,24.0,2021-08-02 14:17:00
2021-08-02 14:18:00,150.48,77.0,2021-08-02 14:18:00
2021-08-02 14:19:00,150.48,47.0,2021-08-02 14:19:00
2021-08-02 14:20:00,150.42,104.0,2021-08-02 14:20:00
2021-08-02 14:21:00,150.42,70.0,2021-08-02 14:21:00
2021-08-02 14:22:00,150.38,75.0,2021-08-02 14:22:00
2021-08-02 14:23:00,150.41,150.0,2021-08-02 14:23:00
2021-08-02 14:24:00,150.44,158.0,2021-08-02 14:24:00
2021-08-02 14:25:00,150.44,52.0,2021-08-02 14:25:00
2021-08-02 14:26:00,150.46,91.0,2021-08-02 14:26:00
2021-08-02 14:27:00,150.47,9.0,2021-08-02 14:27:00
2021-08-02 14:28:00,150.5,179.0,2021-08-02 14:28:00
2021-08-02 14:29:00,150.51,162.0,2021-08-02 14:29:00
2021-08-02 14:30:00,150.52,46.0,2021-08-02 14:30:00
2021-08-02 14:31:00,150.57,90.0,2021-08-02 14:31:00
2021-08-02 14:32:00,150.57,125.0,2021-08-02 14:32:00
2021-08-02 14:33:00,150.62,68.0,2021-08-02 14:33:00
2021-08-02 14:34:00,150.6,69.0,2021-08-02 14:34:00
2021-08-02 14:35:00,150.57,75.0,2021-08-02 14:35:00
2021-08-02 14:36:00,150.56,79.0,2021-08-02 14:36:00
2021-08-02 14:37:00,150.56,74.0,2021-08-02 14:37:00
2021-08-02 14:38:00,150.57,33.0,2021-08-02 14:38:00
2021-08-02 14:39:00,150.55,30.0,2021-08-02 14:39:00
2021-08-02 14:40:00,150.54,37.0,2021-08-02 14:40:00
2021-08-02 14:41:00,150.52,42.0,2021-08-02 14:41:00
2021-08-02 14:42:00,150.54,39.0,2021-08-02 14:42:00
2021-08-02 14:43:00,150.56,14.0,2021-08-02 14:43:00
2021-08-02 14:44:00,150.58,44.0,2021-08-02 14:44:00
2021-08-02 14:45:00,150.57,66.0,2021-08-02 14:45:00
2021-08-02 14:46:00,150.59,49.0,2021-08-02 14:46:00
2021-08-02 14:47:00,150.59,25.0,2021-08-02 14:47:00
2021-08-02 14:48:00,150.6,24.0,2021-08-02 14:48:00
2021-08-02 14:49:00,150.61,47.0,2021-08-02 14:49:00
2021-08-02 14:50:00,150.53,131.0,2021-08-02 14:50:00
2021-08-02 14:51:00,150.52,44.0,2021-08-02 14:51:00
2021-08-02 14:52:00,150.52,48.0,2021-08-02 14:52:00
2021-08-02 14:53:00,150.53,44.0,2021-08-02 14:53:00
2021-08-02 14:54:00,150.508,52.0,2021-08-02 14:54:00
2021-08-02 14:55:00,150.52,175.0,2021-08-02 14:55:00
2021-08-02 14:56:00,150.565,56.0,2021-08-02 14:56:00
2021-08-02 14:57:00,150.625,242.0,2021-08-02 14:57:00
2021-08-02 14:58:00,150.58,355.0,2021-08-02 14:58:00
2021-08-02 14:59:00,150.59,490.0,2021-08-02 14:59:00
2021-08-02 15:00:00,150.56,107.0,2021-08-02 15:00:00
2021-08-02 15:01:00,150.58,66.0,2021-08-02 15:01:00
2021-08-02 15:02:00,150.58,20.0,2021-08-02 15:02:00
2021-08-02 15:03:00,150.54,98.0,2021-08-02 15:03:00
2021-08-02 15:04:00,150.489,208.0,2021-08-02 15:04:00
2021-08-02 15:05:00,150.47,46.0,2021-08-02 15:05:00
2021-08-02 15:06:00,150.45,125.0,2021-08-02 15:06:00
2021-08-02 15:07:00,150.45,94.0,2021-08-02 15:07:00
2021-08-02 15:08:00,150.51,171.0,2021-08-02 15:08:00
2021-08-02 15:09:00,150.48,73.0,2021-08-02 15:09:00
2021-08-02 15:10:00,150.5,44.0,2021-08-02 15:10:00
2021-08-02 15:11:00,150.485,79.0,2021-08-02 15:11:00
2021-08-02 15:12:00,150.44,50.0,2021-08-02 15:12:00
2021-08-02 15:13:00,150.46,44.0,2021-08-02 15:13:00
2021-08-02 15:14:00,150.45,74.0,2021-08-02 15:14:00
2021-08-02 15:15:00,150.44,103.0,2021-08-02 15:15:00
2021-08-02 15:16:00,150.44,28.0,2021-08-02 15:16:00
2021-08-02 15:17:00,150.43,95.0,2021-08-02 15:17:00
2021-08-02 15:18:00,150.41,50.0,2021-08-02 15:18:00
2021-08-02 15:19:00,150.4,116.0,2021-08-02 15:19:00
2021-08-02 15:20:00,150.34,133.0,2021-08-02 15:20:00
2021-08-02 15:21:00,150.325,52.0,2021-08-02 15:21:00
2021-08-02 15:22:00,150.34,122.0,2021-08-02 15:22:00
2021-08-02 15:23:00,150.37,101.0,2021-08-02 15:23:00
2021-08-02 15:24:00,150.395,285.0,2021-08-02 15:24:00
2021-08-02 15:25:00,150.41,25.0,2021-08-02 15:25:00
2021-08-02 15:26:00,150.4,173.0,2021-08-02 15:26:00
2021-08-02 15:27:00,150.36,130.0,2021-08-02 15:27:00
2021-08-02 15:28:00,150.36,45.0,2021-08-02 15:28:00
2021-08-02 15:29:00,150.35,57.0,2021-08-02 15:29:00
2021-08-02 15:30:00,150.33,56.0,2021-08-02 15:30:00
2021-08-02 15:31:00,150.35,57.0,2021-08-02 15:31:00
2021-08-02 15:32:00,150.36,225.0,2021-08-02 15:32:00
2021-08-02 15:33:00,150.36,130.0,2021-08-02 15:33:00
2021-08-02 15:34:00,150.36,47.0,2021-08-02 15:34:00
2021-08-02 15:35:00,150.37,191.0,2021-08-02 15:35:00
2021-08-02 15:36:00,150.38,98.0,2021-08-02 15:36:00
2021-08-02 15:37:00,150.38,66.0,2021-08-02 15:37:00
2021-08-02 15:38:00,150.4,29.0,2021-08-02 15:38:00
2021-08-02 15:39:00,150.42,134.0,2021-08-02 15:39:00
2021-08-02 15:40:00,150.42,144.0,2021-08-02 15:40:00
2021-08-02 15:41:00,150.44,43.0,2021-08-02 15:41:00
2021-08-02 15:42:00,150.45,307.0,2021-08-02 15:42:00
2021-08-02 15:43:00,150.48,160.0,2021-08-02 15:43:00
2021-08-02 15:44:00,150.54,404.0,2021-08-02 15:44:00
2021-08-02 15:45:00,150.55,162.0,2021-08-02 15:45:00
2021-08-02 15:46:00,150.575,181.0,2021-08-02 15:46:00
2021-08-02 15:47:00,150.59,237.0,2021-08-02 15:47:00
2021-08-02 15:48:00,150.56,239.0,2021-08-02 15:48:00
2021-08-02 15:49:00,150.56,95.0,2021-08-02 15:49:00
2021-08-02 15:50:00,150.555,1250.0,2021-08-02 15:50:00
2021-08-02 15:51:00,150.57,850.0,2021-08-02 15:51:00
2021-08-02 15:52:00,150.545,615.0,2021-08-02 15:52:00
2021-08-02 15:53:00,150.63,905.0,2021-08-02 15:53:00
2021-08-02 15:54:00,150.56,590.0,2021-08-02 15:54:00
2021-08-02 15:55:00,150.6,913.0,2021-08-02 15:55:00
2021-08-02 15:56:00,150.615,649.0,2021-08-02 15:56:00
2021-08-02 15:57:00,150.615,680.0,2021-08-02 15:57:00
2021-08-02 15:58:00,150.642,696.0,2021-08-02 15:58:00
2021-08-02 15:59:00,150.68,1351.0,2021-08-02 15:59:00
2021-08-03 09:30:00,150.69,203.0,2021-08-03 09:30:00
2021-08-03 09:31:00,150.68,176.0,2021-08-03 09:31:00
2021-08-03 09:32:00,150.63,132.0,2021-08-03 09:32:00
2021-08-03 09:33:00,150.67,110.0,2021-08-03 09:33:00
2021-08-03 09:34:00,150.57,294.0,2021-08-03 09:34:00
2021-08-03 09:35:00,150.61,179.0,2021-08-03 09:35:00
2021-08-03 09:36:00,150.65,205.0,2021-08-03 09:36:00
2021-08-03 09:37:00,150.755,276.0,2021-08-03 09:37:00
2021-08-03 09:38:00,150.87,295.0,2021-08-03 09:38:00
2021-08-03 09:39:00,150.93,310.0,2021-08-03 09:39:00
2021-08-03 09:40:00,151.005,395.0,2021-08-03 09:40:00
2021-08-03 09:41:00,150.91,382.0,2021-08-03 09:41:00
2021-08-03 09:42:00,150.88,211.0,2021-08-03 09:42:00
2021-08-03 09:43:00,150.88,240.0,2021-08-03 09:43:00
2021-08-03 09:44:00,150.84,265.0,2021-08-03 09:44:00
2021-08-03 09:45:00,150.87,264.0,2021-08-03 09:45:00
2021-08-03 09:46:00,150.94,282.0,2021-08-03 09:46:00
2021-08-03 09:47:00,150.95,541.0,2021-08-03 09:47:00
2021-08-03 09:48:00,150.95,335.0,2021-08-03 09:48:00
2021-08-03 09:49:00,151.0,205.0,2021-08-03 09:49:00
